id,compound_id,"origin","storage_form","maximum_quantity","storage_condition","contact_name","contact_address","contact_email","created_at","updated_at",export,"purity","description","spectra_details","delivery_time","stability",admin_user_id,"public_id","cas_number","taxonomy_class","taxonomy_family","experimental_logp","experimental_solubility","melting_point","food_of_origin","production_method_reference_text","production_method_reference_file_name","production_method_reference_content_type",production_method_reference_file_size,"production_method_reference_updated_at","elemental_formula","minimum_quantity","quantity_units","available_spectra","storage_conditions"
1,9021,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:27:11","2017-01-19 02:36:09",1,NULL,NULL,NULL,NULL,NULL,10,"PC000001","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
676,22801,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:54","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000676","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
677,23588,"commercial","solid","400","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:55","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000677","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
678,23154,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:55","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000678","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
679,23589,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:55","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000679","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
680,8060,"commercial","liquid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:55","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000680","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
681,23126,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:56","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000681","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
682,22637,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:56","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000682","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
683,22998,"commercial","solid","800","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:56","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000683","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
684,22974,"commercial","solid","600","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:56","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000684","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
685,893,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:56","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000685","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
686,23254,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:57","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000686","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
687,7500,"commercial","solid","800","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:57","2017-01-19 02:36:32",1,NULL,NULL,NULL,NULL,NULL,10,"PC000687","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
688,885,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:57","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000688","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
689,371,"commercial","liquid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:58","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000689","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
690,1493,"commercial","liquid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:58","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000690","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
691,8789,"commercial","liquid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:31:58","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000691","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
692,22567,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:00","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000692","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
693,894,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:00","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000693","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
694,23474,"commercial","solid","100","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:01","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000694","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
695,23476,"commercial","solid","800","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:01","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000695","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
696,3358,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:01","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000696","","","","","","","","",NULL,NULL,NULL,NULL,"","",".",NULL,"---
\"-80°C\": 1
"
697,23163,"commercial","solid","800","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:01","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000697","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
698,23160,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:01","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000698","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
699,13886,"commercial","solid","400","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:01","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000699","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
700,2742,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:02","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000700","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
701,23155,"commercial","solid","40","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:02","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000701","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
702,23227,"commercial","solid","800","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:02","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000702","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
703,23140,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:02","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000703","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
704,23739,"commercial","solid","800","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:02","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000704","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
705,678,"commercial","solid","400","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:02","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000705","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
706,14926,"commercial","liquid","3","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:03","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000706","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
707,2536,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:04","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000707","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
708,15557,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:05","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000708","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
709,939,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:06","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000709","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
710,12578,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:06","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000710","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
711,23535,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:07","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000711","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
712,11802,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:07","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000712","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
713,12086,"commercial","liquid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:08","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000713","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
714,14502,"commercial","liquid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:10","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000714","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
715,23141,"commercial","solid","600","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:11","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000715","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
716,23585,"commercial","solid","400","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:11","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000716","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
717,2571,"commercial","solid","30","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:11","2017-01-19 02:36:33",1,NULL,NULL,NULL,NULL,NULL,10,"PC000717","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
718,23278,"commercial","solid","100","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:12","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000718","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
719,6785,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:12","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000719","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
720,3052,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:12","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000720","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
721,22545,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:13","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000721","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
722,30864,"commercial","solid",NULL,"temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:13","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000722","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
723,23231,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:13","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000723","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
724,1134,"commercial","solid","300","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:14","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000724","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
725,7509,"commercial","solid","100","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:15","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000725","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
726,23182,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:32:15","2017-01-19 02:36:34",1,NULL,NULL,NULL,NULL,NULL,10,"PC000726","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
